wikipedia_movie_id,movie_box_office_revenue,budget,opening_weekend,rating_score,producer,release_year
1004644,,16000.0,,3.0,Phil Tucker,1953
1005650,4760014.0,7000000.0,55765.0,6.2,Mitch Davis,2002
1005660,9638258.0,5000000.0,406651.0,6.7,Émile Gaudreault,2003
1009516,21839377.0,30000000.0,8679028.0,5.6,Charles Stone III,2004
1010796,13539458.0,2500000.0,4258063.0,6.0,Tibor Takács,1987
1017650,,300000.0,,6.2,Paul Bartel,1975
1018216,34793160.0,14000000.0,5640712.0,6.7,Randal Kleiser,1991
1024760,,,,7.6,Anthony Mann,1950
1026452,,5115000.0,,6.8,Richard Fleischer,1966
1030073,8400000.0,16000000.0,2250000.0,5.1,Ronald Neame,1979
1031231,370787.0,,,8.0,Emir Kusturica,1998
1031588,256.0,6500000.0,,6.7,Paul Verhoeven,1985
1032266,84447.0,12000000.0,19610.0,6.7,Petter Næss,2006
1032643,3335984.0,12000000.0,1465476.0,5.5,Bob Balaban,1993
1033477,30120671.0,25000000.0,6900000.0,4.8,Frank M. Calo,2004
1039322,32417995.0,,10593609.0,6.2,Penelope Spheeris,1996
1039551,7941977.0,30000000.0,3715480.0,5.1,Mike Binder,1994
1042090,21036771.0,,5240816.0,5.4,Tom Ropelewski,1990
1044875,91258000.0,11000000.0,8881035.0,6.7,Alan Metter,1986
1045723,11341016.0,27000000.0,3254940.0,6.3,Michael Lembeck,2004
1047463,91036760.0,25000000.0,18014503.0,6.1,Andrzej Bartkowiak,2000
1051653,,6000000.0,,6.5,Norman Jewison,1975
1053502,2971219.0,5300000.0,14953.0,6.8,Olivier Assayas,2004
1054845,34337258.0,10203000.0,,6.1,Kunihiko Yuyama,2005
1056696,7000000.0,18000000.0,1617636.0,6.2,Paul Schrader,1982
1059238,9129999.0,18000000.0,3121752.0,5.9,Ted Kotcheff,1988
1061565,26558.0,3500000.0,11888.0,6.7,Jeremy Thomas,1999
1062036,2136381.0,,48438.0,5.5,Paul Aaron,1987
1076211,10904930.0,40997769.0,2811355.0,6.6,Christopher Monger,1995
1076567,,6000000.0,,5.8,Jerry Jameson,1977
1087895,,350000.0,,6.8,Paul Bartel,1982
1093364,372.0,,,7.2,Alfred Hitchcock,1953
1094516,,,,6.7,Melvin Frank,1954
1095954,,1519000.0,,6.5,Clarence Brown,1939
1099178,25535432.0,,4416022.0,6.8,Frank Oz,1984
1108697,12421583.0,5000000.0,232184.0,7.4,John Sayles,1996
1111223,882290.0,10000000.0,471775.0,6.3,David Webb Peoples,1990
1113278,22611954.0,25000000.0,6014400.0,5.8,Ernest R. Dickerson,1996
1114086,,,,6.0,Steven Vidler,1997
1118809,239606210.0,14000000.0,24462976.0,5.7,John Cornell,1988
1122412,93.0,,,5.9,Dusan Makavejev,1985
1126777,9469695.0,11000000.0,3708918.0,6.5,Clive Barker,1990
1128175,11665465.0,80000000.0,917398.0,4.2,Peter Hyams,2005
1129009,2025014.0,900000.0,543728.0,7.2,Stuart Gordon,1985
1131832,33274029.0,12000000.0,5010109.0,7.8,Brian Henson,1992
1136182,31181347.0,18000000.0,4625583.0,7.3,Agnieszka Holland,1993
1138104,119208989.0,50000000.0,12426169.0,5.5,John Landis,1994
1138831,2545459.0,,,7.2,David Byrne,1986
1141596,609939.0,111000.0,,7.0,John McNaughton,1991
1142326,,7000000.0,,5.6,Ray Kellogg,1968
1152328,,2000000.0,,5.5,Jimmy T. Murakami,1980
1160412,189015611.0,63000000.0,13034238.0,5.8,Peter MacDonald,1988
1164551,943625.0,3500000.0,80372.0,6.4,Brett Sullivan,2004
1166548,92442.0,,,6.7,Harmony Korine,2000
1179213,46236000.0,9000000.0,,6.7,James Fargo,1976
1179229,67642693.0,22000000.0,9688561.0,6.6,Clint Eastwood,1983
1179306,2319124.0,24000000.0,165450.0,6.5,Clint Eastwood,1990
1180124,,82000.0,,5.1,Gene Fowler Jr.,1957
1189767,5175215.0,5000000.0,39936.0,6.8,John Crowley,2004
1189804,221303188.0,20000000.0,11718981.0,6.9,Alan J. Pakula,1990
1190626,,,,6.6,George Waggner,1951
1198597,,5000000.0,,7.1,John Guillermin,1966
1203778,,1805000.0,,7.0,Jean Negulesco,1953
1204655,18301610.0,,6424617.0,4.7,Bob Spiers,1997
1217079,34700291.0,14400000.0,32181.0,7.8,Roland Joffé,1985
1222408,2315683.0,17000000.0,729885.0,3.3,Jim Goddard,1986
1226289,40443010.0,65000000.0,9413684.0,5.1,Chuck Russell,2000
1230920,16400658.0,14000000.0,,6.6,Martin Scorsese,1977
1232088,21589395.0,18000000.0,3309985.0,6.2,Jonathan Kaplan,1987
1232216,1417.0,2524315.0,,7.0,George Sidney,1946
1235054,10000000.0,,,7.0,Barry Shear,1973
1245870,60822.0,8000000.0,31370.0,2.8,Adam Bernstein,1994
1250208,59927618.0,32000000.0,12812047.0,5.2,John Pasquin,1997
1251285,7305816.0,700000.0,13399.0,7.5,Pedro Almodóvar,1988
1252685,3783003.0,30000000.0,1451000.0,5.3,Barry Levinson,1994
1259297,206128.0,14000000.0,8855.0,6.8,Martha Fiennes,1999
1261294,,,,6.4,Hal Walker,1952
1271405,727639.0,3000000.0,,5.9,Paul Bartel,1985
1273396,15125687.0,45000000.0,4441356.0,5.5,Mike Mitchell,2004
1276889,,884000.0,,6.6,William A. Seiter,1938
1276943,10501958.0,8400000.0,5725.0,6.0,Stefan Ruzowitzky,2000
1285718,20603715.0,10000000.0,3240695.0,6.7,Robert Mandel,1986
1290721,12145169.0,,2257627.0,6.3,Joseph Ruben,1984
1291727,20050376.0,,6429364.0,5.5,Jeff Pollack,1997
1306698,,2250000.0,,6.1,Robert Rossen,1957
1308304,17180393.0,,250003.0,5.2,Aaron Norris,1993
1308799,1382462.0,,266975.0,4.8,Bob Logan,1990
1311098,21630088.0,15000000.0,3843067.0,5.7,Kenneth Johnson,1988
1312481,16209459.0,8500000.0,5438978.0,5.6,John Irvin,1986
1324852,,,2862025.0,6.6,Richard Franklin,1984
1329111,136200.0,2000000.0,,6.9,Woody Allen,1971
1330220,45681173.0,25000000.0,14145411.0,5.8,Irvin Kershner,1990
1330774,11494812.0,5500000.0,,7.4,Michael Mann,1981
1331578,91196419.0,10000000.0,24113565.0,5.5,Geoffrey Sax,2005
1333447,148919.0,,2489.0,6.3,Robert M. Young,1995
1338461,1455096.0,12000000.0,13720.0,7.2,Alan Parker,1984
1342884,20080020.0,25530000.0,4209525.0,5.3,Alan Shapiro,1996
1343327,,3950000.0,,7.8,Fred Niblo,1927
1343517,3664858.0,,46133.0,6.5,John Duigan,2004
1345561,,,,6.6,John Cromwell,1938
1352995,5048.0,,,7.6,Nicholas Ray,1954
1353277,,5037000.0,,7.0,Nicholas Ray,1961
1357152,26325256.0,10500000.0,5831302.0,5.9,Randall Miller,1995
1358857,12443192.0,1585000.0,,7.2,Richard C. Sarafian,1971
1363646,2015882.0,,408980.0,6.7,Hal Needham,1986
1364070,,3705000.0,,7.2,Billy Wilder,1966
1364174,18437.0,,,6.9,Joseph L. Mankiewicz,1954
1364293,,,,6.0,Garson Kanin,1940
1365411,,1200000.0,,7.0,Henry Koster,1954
1367497,2847941.0,7000000.0,215157.0,7.6,Sidney Lumet,1988
1367501,21486757.0,10000000.0,3231056.0,6.2,Jonathan Demme,1988
1367554,13351357.0,43000000.0,4514027.0,5.9,Billy Crystal,1992
1369060,13253715.0,1500000.0,767854.0,4.7,Mark L. Lester,1979
1370478,13294422.0,12000000.0,4800258.0,6.0,Clive Barker,1995
1374740,15578237.0,9000000.0,3218347.0,6.2,Michael Apted,1981
1380313,23591472.0,,6207092.0,6.2,Herbert Ross,1990
1380383,8442162.0,,3010987.0,5.8,Bruce W. Smith,1992
1380903,14390329.0,16000000.0,5800000.0,5.6,Clare Kilner,2003
1382226,,,,6.7,Byron Haskin,1954
1386250,4916135.0,,2026278.0,5.1,Neal Israel,1993
1388289,46509.0,8000000.0,,7.0,Samuel Fuller,1982
1388850,17130087.0,12000000.0,2358846.0,6.8,John Schlesinger,1985
1397142,9524420.0,,,7.7,John Huston,1948
1399682,1162001.0,500000.0,55946.0,6.6,Greg Harrison,2000
1400465,3910519.0,46000.0,51969.0,7.3,Siddiq Barmak,2003
1400747,14715067.0,18000000.0,3020071.0,6.9,Robert Mandel,1992
1405743,618847.0,7000000.0,,4.2,Richard Brooks,1985
1412382,1500000.0,6000000.0,,5.3,Peter Bogdanovich,1975
1416847,,,,6.6,William K. Howard,1933
1428048,75506530.0,40000000.0,10976661.0,7.6,Michael Mann,1992
1428955,2460977.0,650000.0,,6.8,Stephen Frears,1986
1430376,1516414.0,,12856.0,7.4,Mike Leigh,1991
1436343,6484246.0,,2705425.0,5.5,Russell Mulcahy,1993
1438158,5675599.0,20000000.0,2350021.0,3.7,Hal Needham,1982
1438595,8805548.0,10000000.0,2837978.0,6.8,Brian De Palma,1984
1438861,18564088.0,16000000.0,3322416.0,7.0,Josef Rusnak,1999
1443103,,,,7.3,Richard Brooks,1966
1444040,6742168.0,15500000.0,319793.0,6.4,Arne Glimcher,1992
1456011,1159691.0,,661049.0,6.5,David Mickey Evans,2007
1458713,31206251.0,,2968990.0,7.1,Jim Henson,1981
1458752,34327391.0,,7906689.0,6.9,Brian Henson,1996
1462414,1953732.0,15000000.0,25428.0,5.4,Michael Chapman,1986
1464962,6486797.0,6500000.0,301129.0,5.8,Sam Peckinpah,1983
1466210,10697276.0,10000000.0,2399109.0,4.9,Piers Haggard,1980
1466817,4245870.0,7500000.0,656619.0,5.9,Paul Gross,2002
1468747,5186646.0,,1654835.0,6.4,John Frankenheimer,1986
1469880,6745362.0,2000000.0,43574.0,7.2,Chris Eyre,1998
1472852,62134225.0,14000000.0,5726495.0,6.2,Paul Mazursky,1986
1475902,,1140000.0,,6.6,John Hough,1974
1480608,13272113.0,7500000.0,3421827.0,6.1,Randall Miller,1992
1481638,9000000.0,10000000.0,,5.1,Stanley Donen,1980
1482557,5200986.0,46000000.0,2326112.0,2.9,Terence Young,1982
1482950,,,,6.4,Raoul Walsh,1955
1488066,7411.0,2000000.0,,7.5,Stanley Kubrick,1962
1495709,4389334.0,2000000.0,2234776.0,6.6,Neil Jordan,1985
1496793,532654.0,,56224.0,6.5,Mark Christopher,1997
1496798,208538.0,,28487.0,6.2,Gregory Cooke,2000
1499129,52858433.0,20000000.0,5805559.0,6.4,Frank Nissen,2005
1503652,,1000000.0,,6.6,Frank Tuttle,1933
1508868,19595031.0,7000000.0,5848700.0,6.4,Wes Craven,1988
1512830,23070663.0,,10123605.0,6.3,William Friedkin,1994
1514718,10229331.0,7000000.0,2875067.0,4.8,DJ Pooh,2001
1519886,318348.0,500000.0,,6.9,Brian De Palma,1973
1523484,1402962.0,25000000.0,550848.0,4.9,Andrew V. McLaglen,1984
1524536,119240351.0,130000000.0,18068372.0,6.1,Breck Eisner,2005
1526756,11605118.0,25000000.0,4209136.0,6.1,Tobe Hooper,1985
1529108,145071.0,800000.0,23318.0,6.4,Rod Lurie,2000
1530085,4330020.0,8000000.0,2129483.0,6.5,Hart Bochner,1994
1543888,,2500000.0,,7.1,Melville Shavelson,1968
1544670,18066.0,3000000.0,,7.0,Robert Aldrich,1954
1546725,9978256.0,,29214.0,6.4,Takashi Yamazaki,2002
1549716,16057930.0,25000000.0,5149200.0,5.8,Menahem Golan,1987
1551200,2807843.0,13000000.0,81636.0,7.0,Vincent Ward,1993
1553207,30112050.0,,7011225.0,6.3,Nick Castle,1995
1553297,17536256.0,12000000.0,6891609.0,5.4,Joseph Zito,1985
1553486,9708373.0,8000000.0,490318.0,7.0,Jeremy Kagan,1985
1556135,613.0,6000000.0,,6.6,Alfred Hitchcock,1966
1558226,6112613.0,30000000.0,3450145.0,4.8,John Nicolella,1997
1562284,127956187.0,20000000.0,5609875.0,6.3,Steve Miner,1992
1563060,11541758.0,,1601489.0,7.2,Allan Moyle,1990
1564113,6804.0,,,7.9,Fritz Lang,1953
1571083,,,,6.3,Alfred Hitchcock,1941
1573600,111.0,4490375.0,,6.8,Alfred Hitchcock,1976
1575809,13030057.0,3000000.0,543588.0,6.6,Keenen Ivory Wayans,1989
1577984,21142914.0,12000000.0,5811664.0,6.9,David Koepp,1999
1582683,494.0,1200000.0,,7.4,Alfred Hitchcock,1957
1586160,1656829.0,,37542.0,7.7,Shona Auerbach,2005
1591858,4334.0,1470000.0,,6.6,William A. Wellman,1954
1591865,,2000000.0,,6.9,Edward Dmytryk,1954
1591874,,1383000.0,,7.4,Robert Wise,1954
1591883,,,,5.6,Charles Walters,1953
1591891,,,,7.4,Mitchell Leisen,1951
1591973,,2235000.0,,7.5,Robert Aldrich,1965
1591985,,15000000.0,,6.5,George Roy Hill,1966
1594408,9615840.0,8000000.0,3301135.0,3.7,Shuki Levy,1997
1595142,115121981.0,20000000.0,11889631.0,5.8,Robin Budd,2002
1595532,10000000.0,4000000.0,,6.2,Floyd Mutrux,1980
1596524,42724017.0,15000000.0,8100840.0,6.8,Clint Eastwood,1986
1602075,358574.0,28000000.0,52755.0,5.3,Hugh Hudson,1985
1607895,104882445.0,20000000.0,269225.0,7.7,Stephen Chow,2005
1610563,8094616.0,3500000.0,,7.5,Boaz Yakin,1994
1617266,2636637.0,13000000.0,628000.0,7.0,Sidney Lumet,2006
1623500,16093651.0,8000000.0,4957052.0,4.4,Thomas J. Wright,1989
1625624,18707466.0,24000000.0,4093079.0,6.8,Michael Cimino,1985
1626986,50505289.0,,9077324.0,7.6,Robert Townsend,1987
1635059,10631333.0,15000000.0,114095.0,7.7,Woody Allen,1985
1637006,,1278000.0,,6.2,Gabriel Pascal,1946
1637470,3369628.0,5000000.0,635789.0,6.9,Kathryn Bigelow,1988
1637570,91666.0,7000000.0,50437.0,6.7,Kevin Reynolds,1985
1638112,2300000.0,1800000.0,,8.1,Billy Wilder,1951
1640125,11715321.0,8000000.0,,6.7,Robert Zemeckis,1980
1646067,18566010.0,9000000.0,3115097.0,6.9,Randal Kleiser,1986
1646113,7505037.0,3000000.0,,6.7,Steven Spielberg,1974
1658116,32324557.0,,3279650.0,5.9,Garry Marshall,1986
1660909,24670346.0,,6392155.0,5.2,Simon Wincer,1995
1661980,2678414.0,7000000.0,244919.0,6.5,James Foley,1990
1662573,388998.0,20000000.0,175336.0,6.1,David Anspaugh,2005
1665678,17573594.0,,7100000.0,6.0,Gary Hardwick,2003
1665725,9566593.0,6000000.0,,5.6,Michael Schultz,1981
1672187,,,,6.8,Robert Aldrich,1956
1673325,3954044.0,,2050000.0,5.5,Dwight H. Little,1989
1675523,44350926.0,36000000.0,11200000.0,6.0,F. Gary Gray,2003
1676282,11534477.0,50000000.0,4946332.0,4.4,Andrew Sipes,1995
1679183,25105517.0,,4478919.0,6.9,Paul Michael Glaser,1992
1681132,60864870.0,30000000.0,16096808.0,6.1,Eddie Murphy,1989
1681255,1557771.0,,609041.0,6.3,Anthony Drazan,1992
1682418,183611771.0,85000000.0,19883351.0,4.8,Kevin Lima,2000
1691989,17985893.0,1000000.0,,6.5,Joe Dante,1981
1695109,44926706.0,18000000.0,6912637.0,6.4,John Schlesinger,1990
1699911,2083193.0,,,6.8,Johnnie To,2003
1700544,23646952.0,14000000.0,3344942.0,4.7,John Herzfeld,1983
1701236,20378470.0,18000000.0,,4.2,Michael Schultz,1978
1705391,1797195.0,,36463.0,7.7,Mike Leigh,1994
1707516,43005351.0,8000000.0,5306354.0,7.6,Don Siegel,1979
1716343,1846059.0,700000.0,82530.0,7.1,Michael Cuesta,2002
1717500,912082.0,,371898.0,5.3,Harold Ramis,1995
1724301,71079915.0,13000000.0,12211042.0,6.2,Roger Spottiswoode,1989
1732917,26414658.0,5500000.0,,6.4,Clint Eastwood,1977
1745419,718490.0,,19497.0,6.7,Noah Baumbach,1995
1756460,2568425.0,,1206415.0,7.7,Peter Horton,1995
1758342,,,,5.8,Anthony Mann,1956
1766226,2807854.0,11000000.0,1277428.0,5.2,William A. Graham,1991
1767215,,600000.0,,7.3,Mark Robson,1949
1769134,,,,5.4,Tim Burstall,1982
1769515,22773535.0,29000000.0,4768177.0,6.7,Garry Marshall,1991
1792785,14760451.0,22000000.0,6358761.0,4.7,David Green,1990
1797028,1318578.0,42000000.0,4985.0,7.4,Patrice Chéreau,1994
1800351,5822041.0,100000000.0,,7.5,Jean-Paul Rappeneau,1990
1801280,64783827.0,,947197.0,6.6,Stan Dragoti,1983
1809672,994.0,,,7.3,Anthony Mann,1954
1811116,56500758.0,10000000.0,9122714.0,6.1,Daniel Stern,1993
1822446,8165984.0,13000000.0,2517263.0,4.2,Daisy von Scherler Mayer,1998
1825320,21061339.0,9000000.0,39200.0,8.0,Giuseppe Tornatore,1998
1827624,42160849.0,20000000.0,477539.0,6.7,Taylor Hackford,1985
1828138,31347154.0,6000000.0,5522250.0,6.4,Wes Craven,1991
1840870,107198790.0,35000000.0,15195941.0,6.3,Philip Kaufman,1993
1843039,,3920000.0,,6.0,Tom Gries,1969
1844737,,4500000.0,,6.3,John Huston,1958
1848371,52864741.0,,6404783.0,6.2,Arthur Hiller,1987
1851374,16928556.0,,5203275.0,6.7,Jon Avnet,1994
1858682,265.0,,,6.9,Howard Hawks,1952
1861161,17589705.0,35000000.0,5959447.0,5.0,Stephan Elliott,2000
1863523,,1109000.0,,7.3,Bretaigne Windust,1951
1872336,12282994.0,18000000.0,2886082.0,5.6,Sidney Lumet,1992
1875611,,,,7.3,Joseph L. Mankiewicz,1951
1880039,,,,7.5,Mark Robson,1956
1881015,15716828.0,22000000.0,3123267.0,5.3,Michael Ritchie,1980
1881878,8175346.0,33000000.0,2781601.0,6.3,John Badham,1995
1893079,,1201000.0,,5.9,Richard Brooks,1953
1896864,6740470.0,17000000.0,328804.0,5.9,Adrian Lyne,1986
1906889,14815317.0,,4001024.0,6.3,Andrew Fleming,1994
1913775,11657385.0,18000000.0,2603286.0,6.0,Don Bluth,1992
1925048,3601974.0,7000000.0,66806.0,7.4,Liev Schreiber,2005
1925631,,360000.0,,5.6,Roger Corman,1966
1925869,8757.0,2195000.0,,6.6,Otto Preminger,1954
1934127,10426506.0,238000.0,167815.0,6.6,Edward Burns,1995
1936491,,,,5.1,Ralph Thomas,1957
1952159,9593903.0,10000000.0,124011.0,7.2,David Mamet,1998
1954737,,427000.0,,5.8,Philip Moeller,1935
1954790,,574000.0,,6.5,Mark Sandrich,1936
1960065,6878433.0,,97060.0,6.4,Mike Barker,2005
1961644,3000000.0,,,6.0,Peter Hyams,1979
1965350,4968000.0,,,5.8,Randal Kleiser,1982
1968680,16478265.0,14400000.0,7053016.0,5.4,Lamont Johnson,1983
1971256,,641000.0,,6.2,George Cukor,1936
1974729,36565280.0,6500000.0,,3.5,John Derek,1981
1975939,,2388000.0,,7.5,William Wyler,1955
1995966,12862000.0,,,6.1,Lloyd Bacon,1929
1996624,25682090.0,,5012332.0,6.2,Norman Jewison,1991
1996645,3574256.0,34000000.0,1151749.0,5.7,Luis Puenzo,1989
1997332,8437.0,,,6.4,Laurence Olivier,1957
1997397,1496.0,11000000.0,,7.1,John Milius,1978
1999677,10626725.0,17000000.0,3037911.0,6.3,Michael Wadleigh,1981
2001301,,,,6.4,Frank Tashlin,1966
2008260,8419052.0,103000000.0,16284.0,7.2,Costa-Gavras,2002
2010489,21411158.0,1500000.0,,6.4,Fred Walton,1979
2018791,,,,6.8,Frank Tashlin,1956
2019849,,100000.0,,5.9,Russ Meyer,1976
2022395,61801971.0,12500000.0,,6.4,Sydney Pollack,1979
2032436,43995918.0,,,6.7,Jay Sandrich,1980
2045037,1305964.0,825000.0,300103.0,5.2,Rich Christiano,2016
2046787,8033397.0,13000000.0,2768003.0,5.6,Gene Wilder,1986
2053385,1097333.0,8000000.0,367091.0,5.2,Martin Davidson,1989
2053414,591165.0,2000000.0,,7.1,Don McKellar,1998
2056500,38500726.0,,5227757.0,6.5,Peter Hyams,1986
2058218,3099497.0,,1466884.0,6.6,Matthew Robbins,1985
2058829,5194491.0,,588869.0,6.1,Robert Mulligan,1988
2064125,1175579.0,4000000.0,15810.0,6.5,Rod Hardy,2007
2066293,12000000.0,,,7.5,George Cukor,1951
2069002,20256975.0,7000000.0,5424783.0,5.6,Craig R. Baxley,1988
2071077,21045763.0,9700000.0,3408904.0,6.8,John Carpenter,1983
2074089,251495.0,30000000.0,140703.0,5.1,Paul Schrader,2005
2080825,,,,6.7,John Hough,1973
2083607,15543710.0,,3085705.0,5.4,Tommy Chong,1983
2091940,9689816.0,,2442229.0,5.4,Terry Hughes,1991
2093510,28907090.0,15000000.0,5704860.0,6.5,Howard Zieff,1989
2093587,13806137.0,50000000.0,5833412.0,6.1,Barbet Schroeder,1998
2097287,34725000.0,5000000.0,8310244.0,6.6,Richard Franklin,1983
2097338,14481606.0,,3238400.0,5.5,Anthony Perkins,1986
2099075,,627000.0,,5.3,John Cromwell,1935
2100492,45500797.0,40000000.0,8494271.0,6.0,John McTiernan,1992
2102508,7470348.0,,221141.0,6.1,Adrian Lyne,1980
2106930,15054636.0,,,6.3,Jean-Jacques Annaud,1996
2116383,57400547.0,30000000.0,7029120.0,5.6,Jean-Claude Van Damme,1996
2122517,50008143.0,20000000.0,9526010.0,6.7,Alfonso Arau,1995
2129381,18782400.0,14500000.0,4152015.0,6.6,Peter Yates,1987
2135286,6488114.0,,2910116.0,6.2,Franco Amurri,1990
2136164,27820000.0,,4422179.0,5.3,Steve Miner,1986
2137591,9183673.0,800000.0,,7.1,Rex Ingram,1921
2142721,22754725.0,44000000.0,8411178.0,5.7,Brian Gibson,1996
2144775,5957.0,,,7.3,Anthony Mann,1955
2150351,,2727000.0,,6.4,Howard Morris,1968
2150615,78656813.0,25000000.0,20030473.0,6.0,Michael Pressman,1991
2154881,14200000.0,9000000.0,,6.4,Clint Eastwood,1975
2159438,14842388.0,6000000.0,3287846.0,7.2,Kasi Lemmons,1997
2159835,6326051.0,,1650078.0,6.0,Alan Metter,1985
2163703,12214338.0,30000000.0,3898293.0,5.5,Arlene Sanford,1998
2164722,3256082.0,2700000.0,63356.0,6.7,Luis Valdez,1982
2165430,,,,6.8,Norman Foster,1955
2165639,5194.0,,,7.2,Anthony Mann,1952
2165760,,,,7.1,Anthony Mann,1954
2173342,5050000.0,2500000.0,,7.0,Don Siegel,1970
2175063,5728953.0,1500000.0,2381285.0,5.9,Richard Stanley,1990
2175661,,424000.0,,7.2,George Cukor,1933
2180950,7177431.0,,204461.0,6.5,Nick Castle,1986
2191058,659810.0,50000000.0,24792.0,7.0,Jean-Marie Poiré,1996
2193494,4611784.0,,93722.0,7.0,Mark Herman,1998
2194169,42273609.0,21000000.0,12419597.0,4.8,Stuart Gillard,1993
2195842,27058304.0,20000000.0,7065213.0,6.2,Hugh Wilson,1994
2198135,23472449.0,,1032942.0,6.3,Philip Kaufman,1990
2199665,6739141.0,8000000.0,4040711.0,5.9,Stuart Gordon,1993
2200771,3530.0,,,6.6,Josef von Sternberg,1952
2200993,17514553.0,,4839790.0,5.9,John G. Avildsen,1988
2202963,44065653.0,15000000.0,10513925.0,5.9,Kevin Hooks,1992
2203406,2983784.0,7500000.0,548231.0,5.9,Tommy Lee Wallace,1989
2212695,,400000.0,,6.2,Bud Townsend,1976
2220694,1339.0,20000000.0,,4.3,Nancy Walker,1980
2229321,,,,6.5,Anthony Mann,1953
2229439,,,,7.1,Henry Koster,1951
2229575,,1111000.0,,6.9,Richard Thorpe,1952
2232503,,4800000.0,,7.1,George Sherman,1971
2236141,,,,6.8,Frank Tashlin,1952
2236330,10375893.0,,3295722.0,5.2,Michael Pressman,1983
2237779,25029569.0,9000000.0,6143372.0,5.4,John R. Cherry III,1990
2238387,21435321.0,28000000.0,5459726.0,4.0,Bob Clark,1984
2240278,,,,6.5,Lloyd Bacon,1951
2241866,10963824.0,8000000.0,,3.2,Jane Wagner,1978
2244939,8674093.0,,2205628.0,6.7,Glenn Gordon Caron,1988
2245072,30379.0,8000000.0,,6.4,Clive A. Smith,1987
2245886,122417389.0,38000000.0,6062922.0,6.5,Gore Verbinski,1997
2251194,,,,6.9,Joseph Anthony,1956
2254896,,6000000.0,,6.1,Robert Wise,1956
2255603,7983086.0,,2528133.0,5.4,Ken Annakin,1982
2255810,,,,6.7,John Cromwell,1951
2259030,72.0,652675.0,,6.9,W.S. Van Dyke,1932
2259649,671382.0,1100000.0,,6.0,William Lustig,1988
2262072,,6000000.0,,7.1,Billy Wilder,1957
2265148,8539181.0,,1246772.0,6.9,Thom Eberhardt,1988
2267088,14717854.0,,,5.8,Michael Anderson,1977
2268241,,,,7.0,Vincente Minnelli,1954
2269393,2113387.0,3500000.0,34039.0,7.7,Jim Jarmusch,1991
2276238,6670680.0,6000000.0,,5.7,Joseph Sargent,1983
2290453,12806614.0,,5016852.0,6.1,Brian Koppelman,2002
2294895,6118683.0,13500000.0,516014.0,6.4,Tony Richardson,1982
2295321,2971661.0,,43650.0,6.9,David Mamet,1991
2298338,4569882.0,800000.0,,7.4,Todd Solondz,1996
