wikipedia_movie_id,movie_box_office_revenue,budget,opening_weekend,rating_score,producer,release_year
2301585,19745922.0,53000000.0,5784123.0,4.8,Christopher Cain,1997
2304640,16371596.0,,92622.0,7.2,Albert Brooks,1991
2305746,127392693.0,8000000.0,137492.0,7.5,Luc Jacquet,2005
2305786,7467504.0,,2346864.0,6.6,Steven Kampmann,1988
2313186,19140.0,,11647.0,5.4,Jim Van Bebber,2004
2328364,21930418.0,2200000.0,8032883.0,4.8,Danny Steinmann,1985
2331371,54830779.0,20000000.0,7251854.0,6.3,Michael Caton-Jones,1991
2332290,30229.0,,13086.0,6.7,Robert Meyer Burnett,1999
2337131,5430822.0,7000000.0,2250000.0,6.0,Tony Maylam,1992
2342514,2766976.0,1700000.0,90022.0,6.7,Pawel Pawlikowski,2005
2345044,10190.0,2500000.0,,7.4,Alfred Hitchcock,1956
2351932,14343976.0,5000000.0,6251310.0,4.5,Rob Hedden,1989
2355009,13802599.0,15600000.0,5474270.0,4.7,Jesse Vaughan,2002
2356721,3393807.0,9000000.0,1937934.0,5.4,Ken Finkleman,1986
2357737,23727301.0,12500000.0,16512.0,7.0,Cédric Klapisch,2005
2361036,,2732000.0,,6.5,Clarence Brown,1937
2371682,70687344.0,15000000.0,8024663.0,6.1,Buddy Van Horn,1980
2372989,3531971.0,18000000.0,36505.0,5.9,Norman Jewison,1989
2375811,15935068.0,3000000.0,7552190.0,4.1,Adam Marcus,1993
2378208,12633747.0,6500000.0,63303.0,7.1,Joe Carnahan,2003
2378500,2181474.0,9000000.0,27116.0,7.1,Clint Eastwood,1988
2380254,375261.0,3000000.0,56240.0,6.5,Stefan Schwartz,1998
2382573,12097.0,900.0,,5.2,Stefan Avalos,1998
2386766,10090429.0,,3150924.0,5.0,Prince,1986
2394082,20259961.0,10000000.0,4279264.0,5.5,Joel Schumacher,1981
2396120,13485145.0,33000000.0,4025000.0,5.5,Les Mayfield,2005
2396574,8894289.0,13200000.0,842985.0,5.6,John G. Avildsen,1980
2406759,23743145.0,50000000.0,5647160.0,6.3,Jeannot Szwarc,1985
2410609,,1433000.0,,5.8,Wesley Ruggles,1931
2411131,16247964.0,,3184311.0,5.9,Emilio Estevez,1990
2411357,10080808.0,,,7.5,Kim Jee-woon,2005
2417326,13015688.0,14000000.0,,4.5,David Lowell Rich,1979
2420828,661946.0,1000000.0,28451.0,6.4,Sally Potter,2005
2421409,10600497.0,8000000.0,953794.0,7.4,Woody Allen,1984
2421437,9077269.0,,2514478.0,6.6,Woody Allen,1982
2421463,21458229.0,10000000.0,4565342.0,6.2,Jeff Kanew,1986
2421498,486434.0,10000000.0,85731.0,6.5,Woody Allen,1987
2421509,1562749.0,10000000.0,75196.0,7.2,Woody Allen,1988
2430261,10292300.0,38000000.0,3908514.0,6.6,Ridley Scott,1996
2430462,15339030.0,20000000.0,4588736.0,6.1,Martin Campbell,1994
2435211,774469.0,,,6.9,Allan Moyle,2000
2435668,54744738.0,94000000.0,12174504.0,4.6,Renny Harlin,2001
2439288,2420917.0,20000000.0,1150531.0,6.2,John Milius,1989
2439340,10627754.0,,3469488.0,5.7,Neal Israel,1985
2441439,1547397.0,,558908.0,5.0,Zalman King,1988
2450545,33296457.0,30000000.0,6147294.0,5.1,Bruce Hunt,2005
2452691,20166.0,1000000.0,,3.2,David DeFalco,2005
2457278,13717039.0,20000000.0,4604819.0,6.6,Jon Amiel,1997
2465292,824597.0,17000000.0,,5.1,Martyn Burke,2004
2466810,16897768.0,,823548.0,4.9,Robert J. Rosenthal,1982
2473161,156188.0,8000000.0,82186.0,5.7,Rick Rosenthal,1988
2474297,20471382.0,5000000.0,5571675.0,5.5,Graham Baker,1981
2477211,,1500000.0,,5.5,Donald G. Jackson,1988
2485659,7241350.0,17000000.0,36890.0,6.7,Lili Fini Zanuck,1992
2488691,9661031.0,18070000.0,,5.4,Jean-Paul Salomé,2004
2490751,5125180.0,,,6.8,Victor Fleming,1941
2493307,5086909.0,12000000.0,1854431.0,4.6,Rachel Talalay,1993
2497347,14796236.0,1500000.0,,5.3,Paul Lynch,1980
2501824,2694234.0,,1458837.0,5.4,Michael Ritchie,1994
2502451,7221558.0,,41820.0,6.3,Guy Ritchie,2005
2503050,,950000.0,,5.2,Henri Safran,1983
2513630,10166459.0,500000.0,3179811.0,5.0,Albert Pyun,1989
2520368,396897.0,,41215.0,6.8,Léa Pool,2001
2522220,9748233.0,5000000.0,2492618.0,7.0,Jack Sholder,1987
2528686,,462000.0,,6.6,Thornton Freeland,1933
2532751,,1750000.0,,6.1,Henry Hathaway,1957
2533907,437568.0,,92000.0,5.6,Peter Greenaway,1999
2539874,20807.0,3800000.0,3520.0,6.7,Sam Peckinpah,1965
2540024,829140.0,,403164.0,3.0,Gary Preisler,2004
2541685,2502551.0,8000000.0,11562.0,7.0,John Dahl,1993
2541757,9871065.0,,2996891.0,5.4,Ken Kwapis,1996
2546429,32982894.0,2600000.0,11183148.0,6.0,Joseph Zito,1984
2548068,27165581.0,200000000.0,5034180.0,7.0,Prachya Pinkaew,2006
2550963,3344431.0,16000000.0,1330520.0,4.3,Steve Boyum,2005
2560949,,1850000.0,,7.1,Robert Siodmak,1952
2572864,,,,6.9,Roy Ward Baker,1952
2580873,5418502.0,,,7.1,Fernando Trueba,1994
2581365,1223155.0,,48000.0,5.6,Mel Smith,2003
2590780,11146270.0,30000000.0,4016220.0,6.2,Barry Sonnenfeld,1993
2592742,,1035000.0,,6.8,George Stevens,1937
2592990,10851261.0,16000000.0,2260689.0,5.4,Alan J. Pakula,1981
2600572,71609321.0,,13774642.0,5.5,Emile Ardolino,1990
2605689,1723319.0,2700000.0,138313.0,6.8,Neal Jimenez,1992
2609817,5765562.0,2000000.0,2692087.0,5.0,Jeff Burr,1990
2610020,104257.0,2200000.0,,7.1,Justin Kerrigan,2000
2614503,15787492.0,1300000000.0,,6.4,Takashi Miike,2005
2617441,,6000000.0,,7.4,Mark Rydell,1972
2619545,,,,7.3,Anthony Mann,1957
2636543,27503037.0,19000000.0,540148.0,6.3,Gary David Goldberg,1989
2636682,214015089.0,55000000.0,10068126.0,6.2,Barry Levinson,1994
2637077,82264675.0,18000000.0,9725885.0,6.0,Joel Schumacher,1991
2638184,40150487.0,,6112577.0,6.4,Jim Abrahams,1988
2646948,32586408.0,1000000.0,4551000.0,5.8,Jeff Wadlow,2005
2649257,4030820.0,,,7.4,Robert Z. Leonard,1940
2649791,21011318.0,17080000.0,5240859.0,5.6,Paul Michael Glaser,1994
2657861,1553020.0,,53666.0,5.9,Michelangelo Antonioni,2004
2664350,5410972.0,,2515268.0,3.8,Ken Wiederhorn,1984
2673183,14358033.0,40000000.0,4601954.0,6.0,John Carpenter,1992
2673320,40991329.0,,67546.0,6.8,Lawrence Kasdan,1992
2679044,,882653.0,,7.1,Max Ophüls,1949
2682100,24760338.0,,4026775.0,6.7,Mel Gibson,1993
2682902,22812411.0,2550000.0,6101460.0,5.4,Joseph Zito,1984
2688210,305070.0,20000000.0,,6.4,Kevin Reynolds,1994
2688769,21413105.0,20000000.0,3853149.0,6.9,Simon Wincer,1990
2694167,6669097.0,15000000.0,,6.1,Stanley Tong,2005
2696597,,2515000.0,,6.2,Edward Dmytryk,1955
2706104,6171763.0,,,4.5,Neal Israel,1979
2718285,5563663.0,,1835421.0,4.2,John G. Avildsen,1983
2721832,6202756.0,20000000.0,43036.0,5.8,Irwin Winkler,1992
2724049,25349388.0,9000000.0,3159811.0,5.9,Gene Wilder,1984
2726812,51401.0,,,5.6,Gary Sinyor,2006
2729561,,,,6.4,André De Toth,1952
2731003,30862156.0,9500000.0,7146973.0,6.6,Victor Salva,1995
2731033,,1000000.0,,6.8,John Sturges,1951
2731103,11884.0,,,6.9,George Cukor,1952
2742724,20421130.0,,149224.0,7.0,Charles Dance,2005
2742915,185898.0,600000.0,28235.0,3.4,Kim Henkel,1995
2752058,45497.0,,5377.0,6.6,Richard Day,2004
2755048,,1590920.0,,6.7,Stanley Donen,1951
2757780,5254422.0,7350000.0,10351.0,6.3,Anne Fontaine,2004
2761428,2993772.0,,805511.0,6.3,Andrew V. McLaglen,1980
2769128,27610873.0,10000000.0,1921838.0,6.7,Danny Cannon,2006
2780022,14681192.0,,5150962.0,4.7,Bud Yorkin,1988
2797150,29392418.0,10000000.0,7970574.0,5.9,Keenen Ivory Wayans,1994
2812718,1236518.0,,75104.0,7.4,Alice Wu,2005
2812852,12782749.0,10000000.0,3908725.0,7.3,Theodore Witcher,1997
2813558,16446271.0,17000000.0,5144090.0,4.8,Robert Harmon,2002
2814516,,2563000.0,,6.1,Charles Walters,1952
2817162,1109388.0,,566045.0,7.6,Michael Curtiz,1954
2820120,5107669.0,19000000.0,2228668.0,4.1,Norberto Barba,1996
2821645,5820015.0,23000000.0,2102831.0,6.3,Martin Ritt,1990
2821933,5902.0,750000.0,,7.5,George Pal,1960
2821964,20000000.0,7000000.0,,6.2,Irvin Kershner,1978
2832604,,,,6.9,Henry Hathaway,1951
2841422,19674852.0,9000000.0,2460262.0,6.1,Blake Edwards,1989
2853134,,,,6.6,Mani Ratnam,1985
2856978,1106475.0,15000000.0,530893.0,5.9,John Boorman,1990
2871613,96773200.0,25000000.0,6645455.0,6.1,Lewis Teague,1985
2880294,1001437.0,800000.0,25297.0,6.9,Victor Nunez,1993
2885062,64236.0,5400000.0,,6.0,Tony Giglio,2005
2887314,23371905.0,13500000.0,2105729.0,6.3,John Irvin,1981
2899225,12844057.0,,4261304.0,6.1,Donald Petrie,1996
2906058,12951088.0,30000000.0,4809375.0,5.5,Kevin Hooks,1998
2918524,8622973.0,7000000.0,2414984.0,6.5,David Greenwalt,1985
2918727,9888167.0,,3002997.0,6.4,George Armitage,1990
2918858,46201432.0,18000000.0,11752917.0,3.7,Rupert Wainwright,2005
2920309,,,,6.0,Christopher Monger,1994
2920744,,,,7.3,Garson Kanin,1940
2925896,10171304.0,10100000.0,3093281.0,5.2,Marshall Brickman,1983
2932389,16176732.0,35000000.0,2272489.0,5.7,Jean-Marie Poiré,2001
2933910,11060485.0,,2622637.0,4.5,Zalman King,1990
2935497,,500000.0,,3.3,Lyndon Chubbuck,1996
2941852,23509382.0,3500000.0,6171957.0,5.5,John R. Cherry III,1987
2949735,,1081000.0,,7.1,Clarence Brown,1951
2951841,22660758.0,15000000.0,4507425.0,6.8,Michael Apted,1992
2965435,8880705.0,8000000.0,2358988.0,6.3,Matty Rich,1994
2967406,6957975.0,5000000.0,2029496.0,6.4,Zelda Barron,1989
2973523,5228617.0,100000.0,95667.0,6.9,Robert Townsend,1987
2976044,,1000000.0,,6.6,Jean Delannoy,1957
2978844,456127.0,,320000.0,4.8,James Glickenhaus,1991
2979644,5323109.0,20000000.0,46271.0,6.4,Gillian Armstrong,2002
2982138,5976023.0,,,6.4,Mark Joffe,2001
2983487,31070211.0,30000000.0,9064880.0,4.4,Kurt Wimmer,2006
2987486,524895.0,,,7.2,Jocelyn Moorhouse,1992
2991187,18898806.0,7500000.0,4125556.0,6.8,Tony Bill,1993
2992408,2202840.0,,,7.1,Johnnie To,2005
2997355,37939757.0,20000000.0,8112822.0,6.4,Andrew Bergman,1994
2997971,57588485.0,20000000.0,12604705.0,6.0,Charles Stone III,2002
3007634,,1000000.0,,6.9,John Milius,1973
3009486,11302884.0,,4035960.0,5.8,Marvin J. Chomsky,1984
3017440,1316865.0,15000000.0,835570.0,6.1,Mel Smith,1994
3031886,1758689.0,2000000.0,29419.0,7.6,Paul Greengrass,2002
3032135,12267790.0,,3105618.0,6.2,Andrew Scheinman,1994
3033155,4711220.0,10000000.0,1172942.0,4.0,John Guillermin,1986
3036635,6552255.0,30000000.0,3024709.0,5.1,Jeff Pollack,1999
3037303,,,,6.7,Jean Negulesco,1955
3051466,,,,6.8,Patrick Sheane Duncan,1989
3056404,19751736.0,20000000.0,7045379.0,4.7,Wes Craven,1995
3058252,,700000.0,,6.2,Ralph Bakshi,1972
3059075,918239.0,,504057.0,6.9,Dennis Dugan,1992
3076353,,,,7.8,Cheran,2004
3077660,4454295.0,14000000.0,1392852.0,5.5,Jean-Claude Tramont,1981
3082021,20324096.0,,5119031.0,6.0,Peter Hyams,1988
3084955,43622150.0,40000000.0,11516375.0,5.6,Paul Weiland,1994
3093681,,5000000.0,,6.2,William A. Wellman,1951
3096492,187488.0,5000000.0,13910.0,5.6,J.P. Schaefer,2007
3096943,3242342.0,,151722.0,6.8,Christopher Hampton,1995
3105804,,,,6.9,Michael Gordon,1951
3105893,5507396.0,3600000.0,44537.0,7.4,Jean-Pierre Dardenne,2005
3107308,3600616.0,8000000.0,1817278.0,4.8,Paul Miller,1997
3112996,10363364.0,,2221402.0,6.8,Nicolas Roeg,1990
3123751,48143579.0,,9156545.0,6.3,Richard Tuggle,1984
3127557,,5500000.0,,6.3,Brian De Palma,1978
3130501,22391450.0,13000000.0,7720942.0,6.1,Mark Brown,2001
3135187,,10000000.0,,8.1,Moustapha Akkad,1977
3148833,10000000.0,3200000.0,4025657.0,5.6,Howard Storm,1985
3150125,13027857.0,6000000.0,391942.0,6.9,Michael Crichton,1979
3151934,,2834000.0,,6.1,David Miller,1957
3152882,5546827.0,18000000.0,1803059.0,5.8,Tom Mankiewicz,1991
3153784,321.0,600000.0,,5.9,Joe Dante,1978
3154773,32051917.0,20000000.0,5170522.0,6.6,Jon Amiel,1995
3156200,11000000.0,1600000.0,,7.0,Ted Post,1968
3162951,13431806.0,,3433952.0,6.4,Savage Steve Holland,1986
3170435,,,,5.5,Norman Tokar,1970
3175656,7532911.0,,101707.0,6.7,Louis Malle,1993
3178137,716612.0,26000000.0,389249.0,6.5,Francis Ford Coppola,1982
3182015,4488529.0,15000000.0,1590155.0,6.4,Joel Schumacher,1999
3188479,4619014.0,13000000.0,1854490.0,5.5,John Payson,1996
3189853,,3000000.0,,6.2,Henry Hathaway,1950
3192886,26306533.0,15000000.0,10007291.0,5.8,Kevin Bray,2002
3193295,523025.0,2000000.0,30533.0,6.0,Bart Freundlich,1997
3213906,,2500000.0,,4.0,Larry Cohen,1989
3216798,1657729.0,750000.0,215300.0,3.1,Jeff Broadstreet,2006
3225410,4086108.0,,,6.8,Young-hoon Park,2002
3226241,10223896.0,,4448491.0,3.0,Ron Underwood,2005
3227969,249011.0,65000000.0,,6.7,Raúl Ruiz,1999
3230282,7565807.0,8600000.0,3035688.0,5.7,Jay Chandrasekhar,2004
3235385,1223200.0,5000000.0,1223220.0,3.1,Peter Sasdy,1983
3237559,51764406.0,16000000.0,19150000.0,5.8,Jonathan Liebesman,2006
3245477,21560182.0,30000000.0,69868.0,7.0,Michael Radford,2005
3246234,,826000.0,,5.2,Edward Ludwig,1952
3255424,,,,6.3,Robert Z. Leonard,1950
3257956,2104439.0,13000000.0,967956.0,5.7,Paul Mazursky,1996
3261900,9230.0,,,7.1,Lee Han,2002
3262031,6342668.0,3000000.0,1924776.0,6.0,Kevin Connor,1980
3274071,947306.0,17500000.0,65532.0,6.7,Alan Parker,1991
3282957,42800000.0,6000000.0,,5.6,Howard Zieff,1979
3283236,10676194.0,2500000.0,3473635.0,4.1,Luigi Cozzi,1983
3292569,10959475.0,40000000.0,2233525.0,4.4,Christian Duguay,2002
3293089,807947.0,5000000.0,421302.0,4.9,Steve Carver,1987
3296177,30657854.0,75000000.0,6013640.0,5.0,John Bruno,1999
3300191,9011574.0,22000000.0,3151629.0,6.0,Roger Donaldson,1992
3300211,30303072.0,50000000.0,9378637.0,6.3,Richard Donner,1995
3303413,32730062.0,8600000.0,5856872.0,6.5,Joby Harold,2007
3309192,5516936.0,11000000.0,1928076.0,5.5,Yurek Bogayevicz,1993
3316533,14114488.0,10500000.0,4344308.0,4.7,Gary Sherman,1988
3319694,23369283.0,20000000.0,3222768.0,6.1,Richard Pearce,1992
3325355,7408745.0,19000000.0,2571043.0,5.5,Paul Flaherty,1994
3329130,,,,6.8,George Sidney,1956
3336243,3685862.0,6000000.0,1506975.0,7.1,Phil Joanou,1987
3344455,,226000.0,,7.0,George Nicholls Jr.,1934
3346585,316.0,3500000.0,,7.9,Richard Brooks,1967
3356623,824295.0,,43131.0,7.0,Atom Egoyan,1999
3361465,6713.0,1600000.0,,6.8,Jacques Tourneur,1950
3367826,53162.0,1800000.0,,7.9,Elia Kazan,1951
3374650,,,,7.6,Delmer Daves,1957
3377893,11829959.0,23000000.0,2914992.0,5.7,Fraser C. Heston,1996
3380602,2865916.0,17000000.0,1537965.0,5.3,Maurice Phillips,1991
3383848,1640220.0,18000000.0,800469.0,5.7,Billy Weber,1993
3388805,2877571.0,8000000.0,1088273.0,6.1,Peter Werner,1987
3389897,9563393.0,3000000.0,3825068.0,5.4,Paul Mazursky,1991
3394318,4546244.0,5000000.0,1847950.0,4.9,Terry Leonard,1987
3394852,7555000.0,4500000.0,2845836.0,5.9,Gary Sherman,1987
3396134,,1470000.0,,6.9,Richard Thorpe,1950
3408831,11336986.0,,4024800.0,5.8,Bryan Gordon,1991
3418109,5552441.0,,2568963.0,5.8,Marc Rocco,1989
3422774,14515490.0,20000000.0,6309583.0,5.4,Marco Brambilla,1997
3427588,12947763.0,5000000.0,3373779.0,6.1,Fred Walton,1986
3434688,15315484.0,8000000.0,5679046.0,5.8,Tom Holland,1996
3435387,4304286.0,5000000.0,2192621.0,5.3,Michael Tuchner,1983
3450570,4349352.0,5019770.0,,7.5,George Cukor,1954
3450583,80000115.0,6000000.0,,6.1,Frank Pierson,1976
3453263,,,,6.0,Blake Edwards,1960
3454713,6045647.0,6500000.0,1803432.0,6.6,Richard Benjamin,1984
3454830,275000.0,7716000.0,94261.0,5.3,Charles Jarrott,1986
3471023,4903131.0,,20560.0,5.7,Debbie Isitt,2006
3471403,159.0,225000.0,,6.9,Wesley Ruggles,1933
3486717,8095931.0,4000000.0,3245556.0,6.1,William Friedkin,2007
3488543,14796494.0,20000000.0,5180414.0,5.5,Sidney J. Furie,1992
3493076,,13000000.0,,6.6,Joshua Logan,1967
3497579,,2325420.0,,7.0,Charles Walters,1949
3503363,,,,6.5,Stanley Donen,1960
3509990,36611610.0,18000000.0,7170830.0,6.3,Ron Howard,1986
3518352,,,,7.2,Irving Reis,1947
3520031,13825794.0,22000000.0,47271.0,6.8,Robert Redford,1988
3528982,4102526.0,13000000.0,1920215.0,5.9,Mel Brooks,1991
3553915,1039824.0,11000000.0,491206.0,5.7,Ramón Menéndez,1993
3565365,,11000000.0,,6.8,Martin Ritt,1970
3567688,,,,6.2,Martin Ritt,1973
3569329,31387164.0,30000000.0,8041972.0,5.2,Steve Rash,1996
3569608,,1748000.0,,7.2,John Ford,1955
3578336,261966.0,1600000.0,70664.0,6.5,Steven Soderbergh,2006
3584311,65090.0,6500000.0,5065.0,7.1,Hans Petter Moland,2000
3585054,94.0,1685000.0,,7.4,Michael Curtiz,1955
3592111,10815378.0,,4022782.0,6.1,Alan Metter,1988
3593624,129778.0,,129778.0,3.2,David Odell,1990
3597492,919286.0,9000000.0,614327.0,5.5,John Mackenzie,1992
3598844,,225000.0,,7.1,John Farrow,1939
3600424,27201487.0,16000000.0,84580.0,7.3,David Lean,1985
3600737,,589000.0,,6.7,John Sturges,1953
3601835,4786789.0,,1444886.0,6.9,Martin Davidson,1983
3602324,26890068.0,8000000.0,,6.9,Karel Reisz,1981
3608326,436365.0,,27712.0,4.6,David Hillenbrand,2004
3610519,,,,5.2,Lewis D. Collins,1935
3626936,,967000.0,,6.8,William A. Wellman,1953
3647125,143.0,3000000.0,,6.3,William Dieterle,1954
3648503,16116878.0,9000000.0,5319116.0,5.8,Michael Winner,1985
3649048,4236.0,2121000.0,,6.8,Richard Brooks,1956
3659082,2604414.0,,,6.8,Peter Ho-Sun Chan,2005
3670013,,2500000.0,,5.6,Gordon Douglas,1965
3671998,37170057.0,12000000.0,6203835.0,6.1,Brian De Palma,1992
3673758,,,,6.6,James Neilson,1957
3681867,17496992.0,26000000.0,7681171.0,5.8,Justin Lin,2006
3684509,12373145.0,24000000.0,,5.8,Chris Nahon,2005
3717069,27441977.0,23000000.0,5026846.0,6.9,Michael Caton-Jones,1990
3718428,4224065.0,4000000.0,2158780.0,4.3,Vic Sarin,2001
3727473,519596.0,,258812.0,5.8,Élie Chouraqui,1987
3732839,11390479.0,20000000.0,3619666.0,6.3,Bruce Robinson,1992
3732862,218626.0,,59098.0,6.6,Tim Sullivan,1996
3745331,12534961.0,5000000.0,3208009.0,5.5,Anthony Hickox,1992
3745404,9336886.0,4000000.0,4505036.0,5.1,Kevin Yagher,1996
3747178,,3500000.0,,6.9,Henry Hathaway,1960
3756444,14270938.0,,,6.6,Kim Dae-seung,2005
3761238,12640385.0,8300000.0,2919657.0,6.4,Curtis Hanson,1987
3767190,40070995.0,,9473317.0,5.3,James Orr,1995
3769756,5519569.0,29000000.0,2204590.0,6.4,Carroll Ballard,1992
3771410,,,,5.6,Jack Arnold,1955
3782980,29612137.0,14000000.0,6380000.0,5.0,Courtney Solomon,2006
3790446,,,,7.2,Vittorio De Sica,1964
3792817,,,,6.3,Nicholas Ray,1951
3809621,5000509.0,,,7.6,Pantelis Voulgaris,2004
3821533,104130.0,,17089.0,5.9,Austin Chick,2003
3823023,9870727.0,,,6.5,Bill Persky,1980
3823100,624643.0,,15493.0,7.5,William Wyler,1939
3826817,783501.0,30000000.0,,3.2,Uwe Boll,2008
3834305,718.0,2100000.0,,7.1,Billy Wilder,1957
3840504,24874.0,6000000.0,,6.7,King Vidor,1956
3851528,,2500000.0,,6.8,Francis D. Lyon,1956
3859182,,4450000.0,,6.5,Andrew V. McLaglen,1968
3869472,,1003000.0,,7.0,Alex Segal,1956
3879782,27816.0,7000000.0,14872.0,6.1,Mike Barker,1999
3880325,,941000.0,,6.5,Vincente Minnelli,1951
3892325,16653900.0,,278199.0,6.7,Colin Davies,2000
3904788,307486.0,,9581.0,6.7,Matthew Parkhill,2003
3905283,,,,5.5,Terence Young,1956
3912186,95304.0,50000.0,11147.0,6.2,Jean-Luc Godard,1967
3917900,5549200.0,25000000.0,,5.6,Bruce Beresford,2007
3947300,,1180280.0,,5.8,Frank Lloyd,1933
3949733,12051924.0,3000000.0,6516000.0,7.2,Michel Gondry,2006
3979884,23465471.0,8300000.0,,5.7,Serdar Akar,2006
3981967,,1253000.0,,7.0,Mark Sandrich,1938
3985480,12918858.0,19000000.0,4222810.0,4.7,James Bridges,1985
4003996,33500000.0,3200000.0,,6.0,Jeremy Kagan,1977
4012556,14143280.0,9600000.0,4453132.0,5.8,John R. Cherry III,1991
4018958,6191746.0,11000000.0,70460.0,6.7,Agnieszka Holland,2007
4021666,2570550.0,13000000.0,1802688.0,5.1,John Whitesell,1993
4028549,65793.0,,34785.0,6.4,Roger Michell,1999
4032619,3446539.0,,992651.0,4.7,Sam Pillsbury,1997
4038581,12303904.0,14000000.0,2198069.0,5.7,Richard Pearce,1986
4041420,6662.0,991000.0,,7.4,Mark Sandrich,1937
4041425,6836201.0,8000000.0,1544624.0,6.6,Stuart Rosenberg,1984
4046725,22189039.0,15000000.0,8203255.0,5.7,Robert Harmon,1993
4052442,4594452.0,16000000.0,2031678.0,5.7,Blake Edwards,1988
4055312,11000863.0,22000000.0,3656390.0,5.7,Rod Daniel,1991
4069403,1277404.0,,171603.0,6.3,Michael Tolkin,1991
4071544,21353303.0,,9452000.0,5.8,Vondie Curtis-Hall,2006
4082935,,1000000.0,,5.8,Rowdy Herrington,1988
4091681,12308521.0,15000000.0,4152296.0,5.1,Harold Ramis,1986
4103051,,,,5.1,K.S. Ravikumar,2006
4106181,10319915.0,30000000.0,5516231.0,4.9,Hark Tsui,1998
4120837,,,72844.0,6.2,Terry Jones,1997
4131838,,1785000.0,,6.4,Edward Dmytryk,1955
4143564,,,,7.0,Clarence Brown,1944
4148551,4686937.0,,2184901.0,5.6,Kelly Makin,1995
4152250,4865912.0,8700000.0,2235720.0,6.1,Paul Michael Glaser,1986
4154028,349618.0,9000000.0,260410.0,6.1,Dario Argento,1991
4158013,17100266.0,,5524055.0,5.5,Jeremiah S. Chechik,1996
4158539,11299730.0,,4533392.0,5.3,Ted Demme,1993
4162938,24271196.0,6000000.0,7094552.0,6.2,Sheldon Lettich,1991
4163034,14502483.0,25000000.0,5612707.0,5.6,Ringo Lam,1996
4175289,206272.0,250000.0,13472.0,6.9,Bill Plympton,1998
4179081,22518097.0,24000000.0,4893112.0,5.8,Thom Eberhardt,1992
4179770,4557214.0,,1429306.0,6.0,Carl Schenkel,1989
4179778,4134992.0,10000000.0,2149786.0,5.5,James D. Parriott,1990
4179782,21756163.0,,4831181.0,6.2,Russell Mulcahy,1991
4180684,7369373.0,2000000.0,95435.0,5.7,Kevin Tenney,1987
4186478,4875436.0,250000.0,748824.0,5.0,Armand Mastroianni,1980
4186631,8645411.0,16000000.0,3139015.0,5.7,Stan Dragoti,1985
4186781,19875740.0,,5184360.0,5.5,Nicholas Meyer,1985
4191751,14009368.0,,4206656.0,5.3,Lionel C. Martin,1997
4193180,13687144.0,,3023248.0,6.6,Geoff Burrowes,1988
4195529,12096881.0,22000000.0,4038033.0,6.4,Peter Yates,1995
4198757,,25000000.0,,5.4,Stuart Gordon,1997
